GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
2.01903E+11,10/03/2019,Nigeria,Yewa North district,Unknown,0,Unknown,"Government (General),Police",Sub-Saharan Africa,Armed Assault
2.01903E+11,10/03/2019,Nigeria,Multafu,Boko Haram,Unknown,Unknown,"Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01903E+11,10/03/2019,Nigeria,Ngor-Okpala district,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01903E+11,10/03/2019,Nigeria,Mkpat Enin district,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Bombing/Explosion
2.01903E+11,10/03/2019,Nigeria,Gerti,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01903E+11,10/03/2019,Nigeria,Ungwar Barde,Fulani extremists,16,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01903E+11,10/03/2019,Nigeria,Gulak,Boko Haram,2,0,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.01903E+11,09/03/2019,Nigeria,Tarka district,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01903E+11,09/03/2019,Nigeria,Ganaja,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01903E+11,09/03/2019,Nigeria,Lokoja district,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01903E+11,09/03/2019,Nigeria,Lokoja,Unknown,0,0,Government (General),Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.01903E+11,09/03/2019,Nigeria,Ezza North district,Unknown,0,Unknown,Government (General),Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01903E+11,09/03/2019,Nigeria,Gwer West district,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01903E+11,09/03/2019,Nigeria,Santar Amadi,Unknown,1,0,"Government (General),Police",Sub-Saharan Africa,Armed Assault
2.01903E+11,09/03/2019,Nigeria,Danmusa district,Unknown,1,0,"Government (General),Police",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01903E+11,08/03/2019,Nigeria,Nyeada,Unknown,1,Unknown,Violent Political Party,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01903E+11,08/03/2019,Nigeria,Gbajimba,Unknown,2,0,Government (General),Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01903E+11,08/03/2019,Nigeria,Ibesikpo Asutan district,Unknown,0,0,Government (General),Sub-Saharan Africa,Bombing/Explosion
2.01903E+11,08/03/2019,Niger,Woulwa,Boko Haram,34,20,Military,Sub-Saharan Africa,Armed Assault
2.01903E+11,07/03/2019,Nigeria,Owerri,Unknown,0,1,Violent Political Party,Sub-Saharan Africa,Armed Assault
2.01903E+11,06/03/2019,Nigeria,Kubo,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01903E+11,06/03/2019,Nigeria,Ngwom,Boko Haram,5,0,Military,Sub-Saharan Africa,Armed Assault
2.01903E+11,06/03/2019,Nigeria,Addamari,Boko Haram,5,20,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01903E+11,04/03/2019,Nigeria,Kakwagum,Unknown,0,0,Government (General),Sub-Saharan Africa,Assassination
2.01903E+11,03/03/2019,Cameroon,Buea,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01903E+11,03/03/2019,Cameroon,Bamenda,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01903E+11,02/03/2019,Nigeria,Agabge,Fulani extremists,7,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01903E+11,02/03/2019,Nigeria,Abonnema,Unknown,2,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01903E+11,01/03/2019,Nigeria,Akure,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,28/02/2019,Cameroon,Bafut,Separatists,1,0,Military,Sub-Saharan Africa,Armed Assault
2.01902E+11,28/02/2019,Cameroon,Mbiame,Separatists,1,0,Military,Sub-Saharan Africa,Armed Assault
2.01902E+11,26/02/2019,Nigeria,Chibiya,Fulani extremists,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,26/02/2019,Nigeria,Gidan Auta,Fulani extremists,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,26/02/2019,Nigeria,Gidan Gajere,Fulani extremists,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,26/02/2019,Nigeria,Unknown,Fulani extremists,10,Unknown,"Police,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,24/02/2019,Nigeria,Ijebu-Ijesha,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,23/02/2019,Nigeria,Abonnema,Unknown,7,2,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.01902E+11,24/02/2019,Nigeria,Eredo,Unknown,1,2,"Government (General),Police",Sub-Saharan Africa,Armed Assault
2.01902E+11,23/02/2019,Nigeria,Itu district,Unknown,Unknown,Unknown,"Government (General),Government (General)",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,23/02/2019,Nigeria,Ikono district,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,23/02/2019,Nigeria,Abak district,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,23/02/2019,Nigeria,Ibadan South-East district,Unknown,1,2,Government (General),Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,23/02/2019,Nigeria,Ajakaja,Unknown,2,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01902E+11,23/02/2019,Nigeria,Asarama,Unknown,3,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01902E+11,23/02/2019,Nigeria,Ndiokolo,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,23/02/2019,Nigeria,Gwoza,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01902E+11,23/02/2019,Nigeria,Buni Yadi,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01902E+11,23/02/2019,Nigeria,Gaidam,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,23/02/2019,Nigeria,Amukpe,Unknown,3,2,Government (General),Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,23/02/2019,Nigeria,Maiduguri,Boko Haram,1,4,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.01902E+11,22/02/2019,Nigeria,Botem,Unknown,2,0,Police,Sub-Saharan Africa,Armed Assault
2.01902E+11,22/02/2019,Niger,Garin-Amadou,Boko Haram,4,1,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01902E+11,22/02/2019,Nigeria,Zabarmari,Boko Haram,Unknown,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,21/02/2019,Nigeria,Ikole district,Unknown,0,1,Government (General),Sub-Saharan Africa,"Assassination,Hostage Taking (Barricade Incident)"
2.01902E+11,21/02/2019,Cameroon,Dibanda,Separatists,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,21/02/2019,Cameroon,Bamenda,Separatists (suspected),0,0,Journalists & Media,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,20/02/2019,Nigeria,Heipang,Fulani extremists,0,1,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,20/02/2019,Nigeria,Ebete,Fulani extremists,16,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,20/02/2019,Chad,Ngouboua,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
2.01902E+11,19/02/2019,Nigeria,Kalaa,Boko Haram,0,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,19/02/2019,Cameroon,Tiko,Unknown,0,6,Business,Sub-Saharan Africa,Hostage Taking (Barricade Incident)
2.01902E+11,19/02/2019,Chad,Ngasia,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,19/02/2019,Chad,Ngouboua,Boko Haram,5,4,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,18/02/2019,Cameroon,Bangem,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,18/02/2019,Nigeria,Koshebe,Boko Haram,18,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01902E+11,18/02/2019,Niger,Unknown,Unknown,2,0,Military,Sub-Saharan Africa,Assassination
2.01902E+11,17/02/2019,Niger,Bosso,Unknown,3,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
2.01902E+11,17/02/2019,Nigeria,Banki,Boko Haram,2,6,Military,Sub-Saharan Africa,Unknown
2.01902E+11,16/02/2019,Ghana,Abrewanko,Fulani extremists,1,5,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,16/02/2019,Nigeria,Gajibo,Boko Haram,0,0,Military,Sub-Saharan Africa,Unknown
2.01902E+11,16/02/2019,Nigeria,Gajigana,Boko Haram,9,18,Military,Sub-Saharan Africa,Unknown
2.01902E+11,16/02/2019,Nigeria,Maiduguri,Boko Haram,4,5,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01902E+11,16/02/2019,Nigeria,Maiduguri,Boko Haram,5,5,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
2.01902E+11,16/02/2019,Nigeria,Maiduguri,Boko Haram,5,5,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
2.01902E+11,16/02/2019,Nigeria,Buni Yadi,Boko Haram,14,16,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.01902E+11,16/02/2019,Cameroon,Kumbo,Separatists,0,0,"Educational Institution,Educational Institution,Educational Institution",Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,15/02/2019,Nigeria,Gwoza district,Boko Haram,3,2,Transportation,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01902E+11,15/02/2019,Nigeria,Unknown,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01902E+11,15/02/2019,Niger,Chetima Wangou,Boko Haram,7,6,Military,Sub-Saharan Africa,Armed Assault
2.01902E+11,14/02/2019,Nigeria,Ajalli,Indigenous People of Biafra (IPOB) (suspected),0,Unknown,Police,Sub-Saharan Africa,"Unarmed Assault,Facility/Infrastructure Attack"
2.01902E+11,14/02/2019,Nigeria,Ezza South district,Indigenous People of Biafra (IPOB),0,0,Transportation,Sub-Saharan Africa,Bombing/Explosion
2.01902E+11,13/02/2019,Nigeria,Logo,Unknown,0,0,Government (General),Sub-Saharan Africa,Armed Assault
2.01902E+11,13/02/2019,Niger,Matankari,Unknown,3,1,"Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,12/02/2019,Nigeria,Awka,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,12/02/2019,Cameroon,Meme district,Separatists,0,13,"Government (General),Military,Journalists & Media",Sub-Saharan Africa,Assassination
2.01902E+11,12/02/2019,Nigeria,Shuwa,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,12/02/2019,Nigeria,Magar,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,12/02/2019,Nigeria,Gulak,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,12/02/2019,Nigeria,Madagali district,Boko Haram,12,1,"Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01902E+11,12/02/2019,Nigeria,Dikwa,Boko Haram,3,Unknown,"Government (General),Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,"Assassination,Hostage Taking (Kidnapping),Armed Assault"
2.01902E+11,11/02/2019,Cameroon,Kumba,Separatists (suspected),4,0,Business,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,10/02/2019,Nigeria,Ungwan Barje,Fulani extremists,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,10/02/2019,Nigeria,Obinze,Unknown,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
2.01902E+11,09/02/2019,Nigeria,Quaan Pan district,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,09/02/2019,Nigeria,Gubla,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
2.01902E+11,09/02/2019,Nigeria,Madagali district,Boko Haram,4,5,Military,Sub-Saharan Africa,Armed Assault
2.01902E+11,08/02/2019,Nigeria,Ngwom,Boko Haram,3,0,Military,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,07/02/2019,Cameroon,Ndawara,Separatists,10,6,Military,Sub-Saharan Africa,Unarmed Assault
2.01902E+11,06/02/2019,Nigeria,Mallam Fatori,Boko Haram,4,3,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,06/02/2019,Cameroon,Bole-Bakundu,Separatists,15,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,05/02/2019,Cameroon,Unknown,Boko Haram,0,3,Military,Sub-Saharan Africa,Armed Assault
2.01902E+11,05/02/2019,Cameroon,Fongo-Tongo,Separatists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,05/02/2019,Cameroon,Babadjou,Separatists,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,05/02/2019,Cameroon,Mbengwi,Separatists,2,0,Government (General),Sub-Saharan Africa,Armed Assault
2.01902E+11,05/02/2019,Nigeria,Ruwan Bore,Boko Haram,1,Unknown,"Government (General),Violent Political Party",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01902E+11,04/02/2019,Nigeria,Tse Kyoon,Fulani extremists,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Nigeria,Tse Tesghem,Fulani extremists,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Nigeria,Tomatar,Fulani extremists,3,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
2.01902E+11,04/02/2019,Nigeria,Batauna,Unknown,11,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Nigeria,Wonaka,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01902E+11,04/02/2019,Nigeria,Bini,Boko Haram,7,0,Military,Sub-Saharan Africa,Unknown
2.01902E+11,04/02/2019,Nigeria,Gusau district,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01902E+11,04/02/2019,Nigeria,Doka,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Nigeria,Tudun Wada Mai Jatau,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Nigeria,Takoka,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Nigeria,Madaba,Boko Haram,2,Unknown,Government (General),Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
2.01902E+11,04/02/2019,Nigeria,Michika,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01902E+11,04/02/2019,Nigeria,Gulak,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01902E+11,04/02/2019,Nigeria,Shuari,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,04/02/2019,Nigeria,Kanama,Boko Haram,Unknown,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,04/02/2019,Nigeria,Tubba,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,04/02/2019,Nigeria,Kirchina,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Nigeria,Shuwa,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Cameroon,Buea,Separatists,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,04/02/2019,Cameroon,Mokunda,Separatists,1,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,04/02/2019,Cameroon,Buea,Separatists,2,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01902E+11,03/02/2019,Nigeria,Isiala Ngwa South district,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01902E+11,02/02/2019,Nigeria,Mallam Fatori,Boko Haram,4,3,Military,Sub-Saharan Africa,Armed Assault
2.01902E+11,01/02/2019,Nigeria,Osara,Unknown,2,0,Police,Sub-Saharan Africa,Assassination
2.01902E+11,01/02/2019,Niger,Bague Djaradi,Boko Haram,6,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01902E+11,01/02/2019,Nigeria,Biu district,Boko Haram (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01901E+11,31/01/2019,Nigeria,Unknown,Boko Haram,8,5,Military,Sub-Saharan Africa,Armed Assault
2.01901E+11,28/01/2019,Nigeria,Molai,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01901E+11,28/01/2019,Nigeria,Unknown,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01901E+11,28/01/2019,Niger,Filin Barka,Boko Haram,4,3,"Private Citizens & Property,Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,28/01/2019,Nigeria,Rann,Boko Haram,60,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,27/01/2019,Nigeria,Lomani,Boko Haram,0,6,Military,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01901E+11,27/01/2019,Nigeria,Ajiri,Boko Haram,0,0,Military,Sub-Saharan Africa,Unknown
2.01901E+11,26/01/2019,Cameroon,Gossi,Boko Haram,0,0,"Business,Educational Institution,Private Citizens & Property",Sub-Saharan Africa,Facility/Infrastructure Attack
2.01901E+11,26/01/2019,Cameroon,Tofou,Boko Haram,0,0,"Business,Educational Institution,Private Citizens & Property",Sub-Saharan Africa,Facility/Infrastructure Attack
2.01901E+11,25/01/2019,Niger,Tillakaina,Unknown,1,1,Police,Sub-Saharan Africa,Armed Assault
2.01901E+11,25/01/2019,Nigeria,Tudu-Uku,Bassa Kwomu extremists,3,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,25/01/2019,Cameroon,Bamenda,Unknown,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01901E+11,25/01/2019,Cameroon,Buea,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01901E+11,25/01/2019,Nigeria,Banki,Boko Haram,0,0,Military,Sub-Saharan Africa,Unknown
2.01901E+11,17/01/2019,Nigeria,Unknown,Boko Haram,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01901E+11,23/01/2019,Nigeria,Ajiri,Boko Haram,3,0,Military,Sub-Saharan Africa,Unknown
2.01901E+11,23/01/2019,Nigeria,Geidam,Boko Haram,2,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,22/01/2019,Cameroon,Unknown,Separatists (suspected),0,0,Business,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01901E+11,20/01/2019,Nigeria,Shattimari,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01901E+11,20/01/2019,Nigeria,Bare,Fulani extremists,0,0,"Private Citizens & Property,Religious Figures/Institutions",Sub-Saharan Africa,Facility/Infrastructure Attack
2.01901E+11,20/01/2019,Nigeria,Buni Yadi,Boko Haram,Unknown,4,Military,Sub-Saharan Africa,Armed Assault
2.01901E+11,19/01/2019,Nigeria,Baga,Boko Haram,5,0,Military,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
2.01901E+11,18/01/2019,Cameroon,Wum,Separatists (suspected),1,0,Business,Sub-Saharan Africa,Armed Assault
2.01901E+11,19/01/2019,Cameroon,Ashigashiya,Boko Haram,0,7,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01901E+11,17/01/2019,Nigeria,Kamuya,Boko Haram,6,14,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,16/01/2019,Ghana,Madina,Unknown,1,0,Journalists & Media,Sub-Saharan Africa,Assassination
2.01901E+11,15/01/2019,Nigeria,Gajiram,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01901E+11,15/01/2019,Cameroon,Unknown,Separatists (suspected),0,0,Transportation,Sub-Saharan Africa,Hostage Taking (Kidnapping)
2.01901E+11,14/01/2019,Nigeria,Damasak,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01901E+11,14/01/2019,Nigeria,Rann,Boko Haram,7,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,13/01/2019,Nigeria,Enugu,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
2.01901E+11,13/01/2019,Nigeria,Magumeri,Unknown,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01901E+11,13/01/2019,Nigeria,Konduga district,Boko Haram,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01901E+11,12/01/2019,Nigeria,Agadama,Fulani extremists,1,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01901E+11,10/01/2019,Cameroon,Kumba,Separatists,Unknown,3,"Police,Educational Institution",Sub-Saharan Africa,Armed Assault
2.01901E+11,07/01/2019,Nigeria,Sajeri,Boko Haram,2,Unknown,"Private Citizens & Property,Religious Figures/Institutions",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,07/01/2019,Nigeria,Auno,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01901E+11,05/01/2019,Nigeria,Goniri,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
2.01901E+11,05/01/2019,Nigeria,Damasak,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01901E+11,04/01/2019,Cameroon,Belo,Separatists,1,2,Military,Sub-Saharan Africa,Armed Assault
2.01901E+11,04/01/2019,Nigeria,Koluama,Koluama Seven Brothers,0,0,Utilities,Sub-Saharan Africa,Bombing/Explosion
2.01901E+11,03/01/2019,Cameroon,Bobongo,Separatists,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
2.01901E+11,03/01/2019,Nigeria,Banki,Boko Haram,2,7,"Military,NGO",Sub-Saharan Africa,"Hijacking,Armed Assault"
2.01901E+11,03/01/2019,Cameroon,Fundong,Separatists,1,0,Police,Sub-Saharan Africa,Armed Assault
2.01901E+11,02/01/2019,Nigeria,Kwata,Fulani extremists,6,Unknown,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Assassination
2.01901E+11,02/01/2019,Nigeria,Damasak,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01901E+11,01/01/2019,Nigeria,Wajirko,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01901E+11,01/01/2019,Nigeria,Sabon Gari,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01901E+11,01/01/2019,Nigeria,Kimba,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01901E+11,01/01/2019,Nigeria,Gbajimba,Fulani extremists,0,0,"Business,Government (General)",Sub-Saharan Africa,Facility/Infrastructure Attack
2.01812E+11,31/12/2018,Cameroon,Bamenda,Separatists,0,1,Government (General),Sub-Saharan Africa,Assassination
2.01812E+11,30/12/2018,Nigeria,Dorong,Fulani extremists,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,30/12/2018,Nigeria,Nding,Fulani extremists,5,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
2.01812E+11,30/12/2018,Nigeria,Kubtara,Unknown,3,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
2.01812E+11,30/12/2018,Nigeria,Buni Gari,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
2.01812E+11,28/12/2018,Nigeria,Monguno,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01812E+11,28/12/2018,Nigeria,Baga,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
2.01812E+11,28/12/2018,Nigeria,Kekeno,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
2.01812E+11,28/12/2018,Nigeria,Ado-Ekiti,Unknown,1,0,Government (General),Sub-Saharan Africa,Assassination
